data,produto,categoria,regiao,canal_venda,quantidade,preco_unitario,desconto_percentual,receita_bruta,receita_liquida
2023-02-05,Livro Técnico,Livros,Centro-Oeste,Marketplace,4,200,0.0,800,800.0
2023-09-04,Mouse,Eletrônicos,Nordeste,Loja Física,6,120,0.05,720,684.0
2023-01-29,Fone Bluetooth,Eletrônicos,Norte,Loja Física,2,350,0.05,700,665.0
2023-02-11,Armário,Móveis,Sul,Marketplace,5,1800,0.0,9000,9000.0
2023-01-21,Mesa Escritório,Móveis,Centro-Oeste,Online,4,1400,0.05,5600,5320.0
2023-11-19,Webcam,Eletrônicos,Sudeste,Marketplace,6,420,0.1,2520,2268.0
2023-08-13,Webcam,Eletrônicos,Sudeste,Online,4,420,0.0,1680,1680.0
2023-01-13,Webcam,Eletrônicos,Centro-Oeste,Online,4,420,0.1,1680,1512.0
2023-10-04,Fone Bluetooth,Eletrônicos,Norte,Loja Física,5,350,0.1,1750,1575.0
2023-01-09,Notebook,Eletrônicos,Nordeste,Marketplace,6,3500,0.0,21000,21000.0
2023-01-22,Mesa Escritório,Móveis,Norte,Loja Física,2,1400,0.0,2800,2800.0
2023-12-14,Livro Técnico,Livros,Sul,Online,3,200,0.15,600,510.0
2023-01-19,Webcam,Eletrônicos,Sudeste,Loja Física,3,420,0.1,1260,1134.0
2023-11-13,Notebook,Eletrônicos,Sudeste,Online,4,3500,0.0,14000,14000.0
2023-11-20,Notebook,Eletrônicos,Centro-Oeste,Marketplace,5,3500,0.0,17500,17500.0
2023-03-29,Curso Online,Educação,Sudeste,Loja Física,2,500,0.0,1000,1000.0
2023-11-01,Curso Online,Educação,Sul,Loja Física,4,500,0.0,2000,2000.0
2023-06-22,Webcam,Eletrônicos,Sudeste,Marketplace,7,420,0.05,2940,2793.0
2023-10-22,Livro Técnico,Livros,Sul,Online,3,200,0.05,600,570.0
2023-10-31,Teclado,Eletrônicos,Sudeste,Loja Física,6,250,0.0,1500,1500.0
2023-03-14,Mesa Escritório,Móveis,Norte,Online,3,1400,0.05,4200,3990.0
2023-08-13,Monitor,Eletrônicos,Sudeste,Marketplace,1,1100,0.0,1100,1100.0
2023-11-10,Mesa Escritório,Móveis,Centro-Oeste,Online,3,1400,0.0,4200,4200.0
2023-01-04,Notebook,Eletrônicos,Norte,Loja Física,3,3500,0.0,10500,10500.0
2023-08-02,Webcam,Eletrônicos,Sul,Online,8,420,0.0,3360,3360.0
2023-11-24,Smartphone,Eletrônicos,Sul,Online,8,2800,0.1,22400,20160.0
2023-11-09,Webcam,Eletrônicos,Sul,Marketplace,1,420,0.15,420,357.0
2023-09-13,Curso Online,Educação,Nordeste,Loja Física,2,500,0.05,1000,950.0
2023-01-03,Livro Técnico,Livros,Sudeste,Marketplace,4,200,0.0,800,800.0
2023-02-18,Curso Online,Educação,Norte,Online,6,500,0.15,3000,2550.0
2023-08-26,Fone Bluetooth,Eletrônicos,Sudeste,Online,4,350,0.05,1400,1330.0
2023-02-27,Teclado,Eletrônicos,Sul,Online,8,250,0.1,2000,1800.0
2023-12-10,Notebook,Eletrônicos,Nordeste,Online,1,3500,0.05,3500,3325.0
2023-08-11,Smartphone,Eletrônicos,Centro-Oeste,Online,6,2800,0.15,16800,14280.0
2023-02-23,Webcam,Eletrônicos,Sul,Online,1,420,0.15,420,357.0
2023-01-15,Armário,Móveis,Sul,Marketplace,2,1800,0.0,3600,3600.0
2023-08-16,Curso Online,Educação,Sul,Marketplace,6,500,0.1,3000,2700.0
2023-12-13,Cadeira Gamer,Móveis,Nordeste,Online,4,950,0.0,3800,3800.0
2023-02-20,Monitor,Eletrônicos,Centro-Oeste,Online,7,1100,0.0,7700,7700.0
2023-02-07,Armário,Móveis,Centro-Oeste,Online,8,1800,0.0,14400,14400.0
2023-04-21,Curso Online,Educação,Centro-Oeste,Loja Física,8,500,0.0,4000,4000.0
2023-03-11,Armário,Móveis,Nordeste,Online,4,1800,0.05,7200,6840.0
2023-06-21,Teclado,Eletrônicos,Sudeste,Loja Física,1,250,0.15,250,212.5
2023-03-11,Mouse,Eletrônicos,Centro-Oeste,Online,8,120,0.1,960,864.0
2023-06-25,Monitor,Eletrônicos,Sul,Marketplace,5,1100,0.15,5500,4675.0
2023-11-10,Teclado,Eletrônicos,Centro-Oeste,Marketplace,4,250,0.0,1000,1000.0
2023-09-08,Monitor,Eletrônicos,Nordeste,Online,8,1100,0.1,8800,7920.0
2023-08-08,Webcam,Eletrônicos,Nordeste,Loja Física,4,420,0.0,1680,1680.0
2023-10-24,Monitor,Eletrônicos,Sudeste,Loja Física,3,1100,0.15,3300,2805.0
2023-01-23,Notebook,Eletrônicos,Sudeste,Loja Física,8,3500,0.15,28000,23800.0
2023-09-29,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,8,1400,0.0,11200,11200.0
2023-05-04,Mouse,Eletrônicos,Sul,Online,1,120,0.1,120,108.0
2023-07-03,Smartphone,Eletrônicos,Sudeste,Loja Física,4,2800,0.0,11200,11200.0
2023-12-09,Smartphone,Eletrônicos,Norte,Marketplace,3,2800,0.1,8400,7560.0
2023-10-26,Notebook,Eletrônicos,Sul,Marketplace,8,3500,0.1,28000,25200.0
2023-07-27,Teclado,Eletrônicos,Sudeste,Marketplace,6,250,0.1,1500,1350.0
2023-02-06,Mesa Escritório,Móveis,Sudeste,Loja Física,6,1400,0.15,8400,7140.0
2023-08-07,Smartphone,Eletrônicos,Norte,Loja Física,4,2800,0.0,11200,11200.0
2023-01-29,Livro Técnico,Livros,Sudeste,Loja Física,6,200,0.0,1200,1200.0
2023-07-07,Armário,Móveis,Nordeste,Online,1,1800,0.05,1800,1710.0
2023-11-28,Livro Técnico,Livros,Sul,Online,2,200,0.15,400,340.0
2023-06-21,Monitor,Eletrônicos,Norte,Marketplace,2,1100,0.1,2200,1980.0
2023-04-18,Webcam,Eletrônicos,Nordeste,Loja Física,4,420,0.05,1680,1596.0
2023-09-15,Fone Bluetooth,Eletrônicos,Sudeste,Online,7,350,0.05,2450,2327.5
2023-07-10,Cadeira Gamer,Móveis,Norte,Marketplace,8,950,0.1,7600,6840.0
2023-03-04,Armário,Móveis,Norte,Loja Física,5,1800,0.1,9000,8100.0
2023-12-11,Webcam,Eletrônicos,Centro-Oeste,Online,2,420,0.0,840,840.0
2023-02-11,Mesa Escritório,Móveis,Sudeste,Online,3,1400,0.05,4200,3990.0
2023-03-26,Smartphone,Eletrônicos,Centro-Oeste,Online,2,2800,0.0,5600,5600.0
2023-04-15,Livro Técnico,Livros,Centro-Oeste,Marketplace,1,200,0.05,200,190.0
2023-10-05,Teclado,Eletrônicos,Centro-Oeste,Loja Física,8,250,0.05,2000,1900.0
2023-11-27,Notebook,Eletrônicos,Sudeste,Online,5,3500,0.0,17500,17500.0
2023-04-29,Livro Técnico,Livros,Norte,Loja Física,6,200,0.1,1200,1080.0
2023-12-02,Fone Bluetooth,Eletrônicos,Norte,Marketplace,6,350,0.1,2100,1890.0
2023-12-23,Livro Técnico,Livros,Nordeste,Marketplace,8,200,0.1,1600,1440.0
2023-03-09,Smartphone,Eletrônicos,Sul,Loja Física,3,2800,0.05,8400,7980.0
2023-07-10,Smartphone,Eletrônicos,Nordeste,Loja Física,1,2800,0.0,2800,2800.0
2023-08-22,Teclado,Eletrônicos,Nordeste,Online,3,250,0.15,750,637.5
2023-03-31,Webcam,Eletrônicos,Sul,Online,3,420,0.0,1260,1260.0
2023-01-22,Cadeira Gamer,Móveis,Nordeste,Loja Física,3,950,0.1,2850,2565.0
2023-04-05,Monitor,Eletrônicos,Nordeste,Online,1,1100,0.05,1100,1045.0
2023-07-10,Armário,Móveis,Nordeste,Online,3,1800,0.15,5400,4590.0
2023-01-13,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,8,1400,0.0,11200,11200.0
2023-03-21,Notebook,Eletrônicos,Centro-Oeste,Loja Física,6,3500,0.05,21000,19950.0
2023-10-21,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,3,350,0.15,1050,892.5
2023-12-19,Mouse,Eletrônicos,Sul,Marketplace,8,120,0.0,960,960.0
2023-10-10,Mouse,Eletrônicos,Centro-Oeste,Marketplace,5,120,0.0,600,600.0
2023-04-23,Armário,Móveis,Nordeste,Online,6,1800,0.0,10800,10800.0
2023-11-08,Fone Bluetooth,Eletrônicos,Norte,Online,4,350,0.15,1400,1190.0
2023-05-23,Monitor,Eletrônicos,Norte,Loja Física,1,1100,0.0,1100,1100.0
2023-12-13,Fone Bluetooth,Eletrônicos,Centro-Oeste,Online,2,350,0.15,700,595.0
2023-09-09,Cadeira Gamer,Móveis,Centro-Oeste,Online,1,950,0.05,950,902.5
2023-08-07,Cadeira Gamer,Móveis,Sudeste,Loja Física,7,950,0.05,6650,6317.5
2023-06-26,Cadeira Gamer,Móveis,Norte,Online,5,950,0.1,4750,4275.0
2023-04-21,Webcam,Eletrônicos,Centro-Oeste,Loja Física,8,420,0.1,3360,3024.0
2023-03-25,Webcam,Eletrônicos,Sul,Marketplace,7,420,0.1,2940,2646.0
2023-11-03,Mouse,Eletrônicos,Nordeste,Loja Física,3,120,0.0,360,360.0
2023-09-26,Cadeira Gamer,Móveis,Centro-Oeste,Online,2,950,0.15,1900,1615.0
2023-01-04,Mesa Escritório,Móveis,Sul,Marketplace,5,1400,0.1,7000,6300.0
2023-08-25,Webcam,Eletrônicos,Sul,Loja Física,3,420,0.0,1260,1260.0
2023-05-29,Livro Técnico,Livros,Nordeste,Marketplace,8,200,0.0,1600,1600.0
2023-06-05,Armário,Móveis,Sudeste,Online,8,1800,0.0,14400,14400.0
2023-03-20,Smartphone,Eletrônicos,Sudeste,Marketplace,5,2800,0.1,14000,12600.0
2023-12-07,Smartphone,Eletrônicos,Centro-Oeste,Marketplace,7,2800,0.0,19600,19600.0
2023-11-27,Monitor,Eletrônicos,Nordeste,Loja Física,1,1100,0.0,1100,1100.0
2023-02-04,Curso Online,Educação,Centro-Oeste,Marketplace,6,500,0.15,3000,2550.0
2023-08-12,Smartphone,Eletrônicos,Nordeste,Marketplace,8,2800,0.0,22400,22400.0
2023-10-22,Notebook,Eletrônicos,Norte,Online,5,3500,0.0,17500,17500.0
2023-03-16,Cadeira Gamer,Móveis,Nordeste,Online,8,950,0.0,7600,7600.0
2023-01-28,Smartphone,Eletrônicos,Nordeste,Online,6,2800,0.1,16800,15120.0
2023-05-29,Smartphone,Eletrônicos,Sul,Marketplace,2,2800,0.15,5600,4760.0
2023-04-04,Mouse,Eletrônicos,Nordeste,Loja Física,3,120,0.15,360,306.0
2023-12-17,Smartphone,Eletrônicos,Sudeste,Marketplace,5,2800,0.05,14000,13300.0
2023-10-24,Cadeira Gamer,Móveis,Sul,Marketplace,3,950,0.0,2850,2850.0
2023-05-25,Cadeira Gamer,Móveis,Nordeste,Online,8,950,0.1,7600,6840.0
2023-02-22,Monitor,Eletrônicos,Sul,Online,3,1100,0.15,3300,2805.0
2023-10-14,Curso Online,Educação,Centro-Oeste,Online,2,500,0.1,1000,900.0
2023-03-01,Teclado,Eletrônicos,Nordeste,Loja Física,1,250,0.1,250,225.0
2023-12-20,Cadeira Gamer,Móveis,Norte,Marketplace,3,950,0.1,2850,2565.0
2023-06-25,Teclado,Eletrônicos,Sudeste,Online,5,250,0.0,1250,1250.0
2023-03-07,Webcam,Eletrônicos,Nordeste,Online,3,420,0.0,1260,1260.0
2023-04-18,Teclado,Eletrônicos,Sudeste,Online,2,250,0.1,500,450.0
2023-01-10,Armário,Móveis,Sul,Online,7,1800,0.0,12600,12600.0
2023-01-17,Fone Bluetooth,Eletrônicos,Sudeste,Loja Física,1,350,0.1,350,315.0
2023-01-23,Mouse,Eletrônicos,Sudeste,Online,5,120,0.0,600,600.0
2023-11-05,Monitor,Eletrônicos,Nordeste,Online,4,1100,0.0,4400,4400.0
2023-02-16,Teclado,Eletrônicos,Nordeste,Loja Física,5,250,0.15,1250,1062.5
2023-03-24,Livro Técnico,Livros,Norte,Online,4,200,0.15,800,680.0
2023-02-20,Curso Online,Educação,Sul,Marketplace,1,500,0.15,500,425.0
2023-04-09,Smartphone,Eletrônicos,Sudeste,Marketplace,3,2800,0.15,8400,7140.0
2023-02-20,Monitor,Eletrônicos,Norte,Online,8,1100,0.05,8800,8360.0
2023-08-14,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,2,350,0.0,700,700.0
2023-08-06,Monitor,Eletrônicos,Sudeste,Loja Física,4,1100,0.1,4400,3960.0
2023-03-05,Armário,Móveis,Sul,Loja Física,2,1800,0.15,3600,3060.0
2023-07-04,Webcam,Eletrônicos,Sudeste,Online,5,420,0.15,2100,1785.0
2023-06-17,Armário,Móveis,Nordeste,Loja Física,2,1800,0.1,3600,3240.0
2023-11-04,Webcam,Eletrônicos,Sul,Marketplace,5,420,0.1,2100,1890.0
2023-07-28,Smartphone,Eletrônicos,Sudeste,Loja Física,7,2800,0.0,19600,19600.0
2023-12-14,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,3,950,0.0,2850,2850.0
2023-02-23,Mesa Escritório,Móveis,Sudeste,Online,8,1400,0.15,11200,9520.0
2023-03-15,Mesa Escritório,Móveis,Sudeste,Marketplace,7,1400,0.15,9800,8330.0
2023-03-28,Mouse,Eletrônicos,Nordeste,Online,6,120,0.0,720,720.0
2023-11-01,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,2,1400,0.0,2800,2800.0
2023-09-13,Smartphone,Eletrônicos,Nordeste,Loja Física,5,2800,0.1,14000,12600.0
2023-12-08,Curso Online,Educação,Norte,Loja Física,7,500,0.1,3500,3150.0
2023-03-17,Armário,Móveis,Nordeste,Loja Física,2,1800,0.0,3600,3600.0
2023-09-12,Monitor,Eletrônicos,Sudeste,Marketplace,3,1100,0.0,3300,3300.0
2023-01-28,Mouse,Eletrônicos,Sul,Loja Física,8,120,0.0,960,960.0
2023-11-06,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,6,350,0.0,2100,2100.0
2023-11-16,Mouse,Eletrônicos,Centro-Oeste,Loja Física,2,120,0.15,240,204.0
2023-04-14,Smartphone,Eletrônicos,Norte,Loja Física,8,2800,0.1,22400,20160.0
2023-10-05,Cadeira Gamer,Móveis,Centro-Oeste,Online,1,950,0.0,950,950.0
2023-07-16,Armário,Móveis,Centro-Oeste,Loja Física,6,1800,0.1,10800,9720.0
2023-01-19,Notebook,Eletrônicos,Nordeste,Marketplace,3,3500,0.15,10500,8925.0
2023-03-26,Armário,Móveis,Nordeste,Marketplace,7,1800,0.0,12600,12600.0
2023-07-19,Armário,Móveis,Centro-Oeste,Marketplace,2,1800,0.15,3600,3060.0
2023-10-11,Fone Bluetooth,Eletrônicos,Norte,Online,8,350,0.1,2800,2520.0
2023-09-17,Notebook,Eletrônicos,Centro-Oeste,Marketplace,7,3500,0.05,24500,23275.0
2023-07-13,Curso Online,Educação,Nordeste,Online,6,500,0.05,3000,2850.0
2023-01-15,Curso Online,Educação,Nordeste,Loja Física,1,500,0.0,500,500.0
2023-10-26,Notebook,Eletrônicos,Sudeste,Loja Física,6,3500,0.1,21000,18900.0
2023-06-26,Cadeira Gamer,Móveis,Sudeste,Marketplace,7,950,0.05,6650,6317.5
2023-05-06,Monitor,Eletrônicos,Norte,Online,4,1100,0.05,4400,4180.0
2023-12-19,Mouse,Eletrônicos,Nordeste,Online,5,120,0.0,600,600.0
2023-01-11,Livro Técnico,Livros,Centro-Oeste,Marketplace,6,200,0.0,1200,1200.0
2023-08-05,Curso Online,Educação,Sudeste,Marketplace,7,500,0.05,3500,3325.0
2023-08-29,Curso Online,Educação,Centro-Oeste,Marketplace,1,500,0.05,500,475.0
2023-07-19,Cadeira Gamer,Móveis,Sudeste,Marketplace,2,950,0.1,1900,1710.0
2023-12-12,Monitor,Eletrônicos,Norte,Marketplace,6,1100,0.1,6600,5940.0
2023-06-23,Teclado,Eletrônicos,Centro-Oeste,Online,5,250,0.05,1250,1187.5
2023-09-12,Fone Bluetooth,Eletrônicos,Sul,Loja Física,2,350,0.15,700,595.0
2023-05-16,Notebook,Eletrônicos,Centro-Oeste,Online,5,3500,0.15,17500,14875.0
2023-11-16,Webcam,Eletrônicos,Sudeste,Marketplace,2,420,0.15,840,714.0
2023-06-22,Smartphone,Eletrônicos,Norte,Loja Física,2,2800,0.15,5600,4760.0
2023-08-07,Monitor,Eletrônicos,Nordeste,Marketplace,6,1100,0.0,6600,6600.0
2023-06-03,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,6,1400,0.0,8400,8400.0
2023-05-09,Curso Online,Educação,Sul,Online,8,500,0.15,4000,3400.0
2023-11-18,Webcam,Eletrônicos,Centro-Oeste,Online,3,420,0.15,1260,1071.0
2023-12-05,Webcam,Eletrônicos,Norte,Marketplace,8,420,0.05,3360,3192.0
2023-08-11,Curso Online,Educação,Sul,Loja Física,1,500,0.15,500,425.0
2023-08-25,Teclado,Eletrônicos,Nordeste,Loja Física,4,250,0.0,1000,1000.0
2023-07-30,Cadeira Gamer,Móveis,Centro-Oeste,Loja Física,2,950,0.0,1900,1900.0
2023-05-27,Fone Bluetooth,Eletrônicos,Norte,Online,3,350,0.05,1050,997.5
2023-07-27,Monitor,Eletrônicos,Sul,Online,2,1100,0.0,2200,2200.0
2023-05-06,Smartphone,Eletrônicos,Norte,Loja Física,8,2800,0.1,22400,20160.0
2023-08-05,Fone Bluetooth,Eletrônicos,Sul,Loja Física,1,350,0.0,350,350.0
2023-03-11,Notebook,Eletrônicos,Norte,Online,5,3500,0.05,17500,16625.0
2023-11-26,Notebook,Eletrônicos,Sudeste,Online,8,3500,0.0,28000,28000.0
2023-06-10,Curso Online,Educação,Centro-Oeste,Loja Física,5,500,0.0,2500,2500.0
2023-12-10,Fone Bluetooth,Eletrônicos,Sul,Online,2,350,0.1,700,630.0
2023-02-27,Curso Online,Educação,Norte,Marketplace,2,500,0.15,1000,850.0
2023-05-09,Armário,Móveis,Norte,Online,2,1800,0.0,3600,3600.0
2023-06-10,Cadeira Gamer,Móveis,Centro-Oeste,Online,7,950,0.0,6650,6650.0
2023-03-15,Mouse,Eletrônicos,Nordeste,Loja Física,3,120,0.0,360,360.0
2023-07-29,Smartphone,Eletrônicos,Norte,Loja Física,1,2800,0.1,2800,2520.0
2023-12-25,Mouse,Eletrônicos,Centro-Oeste,Loja Física,6,120,0.15,720,612.0
2023-12-16,Monitor,Eletrônicos,Nordeste,Loja Física,5,1100,0.0,5500,5500.0
2023-07-08,Smartphone,Eletrônicos,Sudeste,Marketplace,1,2800,0.15,2800,2380.0
2023-12-06,Notebook,Eletrônicos,Norte,Loja Física,4,3500,0.05,14000,13300.0
2023-06-08,Fone Bluetooth,Eletrônicos,Norte,Online,6,350,0.0,2100,2100.0
2023-08-15,Mesa Escritório,Móveis,Nordeste,Loja Física,1,1400,0.1,1400,1260.0
2023-02-16,Monitor,Eletrônicos,Sul,Loja Física,5,1100,0.0,5500,5500.0
2023-11-20,Cadeira Gamer,Móveis,Nordeste,Online,7,950,0.0,6650,6650.0
2023-09-09,Armário,Móveis,Centro-Oeste,Online,7,1800,0.05,12600,11970.0
2023-03-24,Webcam,Eletrônicos,Sudeste,Loja Física,5,420,0.15,2100,1785.0
2023-08-04,Curso Online,Educação,Sudeste,Online,6,500,0.1,3000,2700.0
2023-11-25,Fone Bluetooth,Eletrônicos,Sul,Online,3,350,0.1,1050,945.0
2023-07-25,Monitor,Eletrônicos,Norte,Online,5,1100,0.05,5500,5225.0
2023-02-26,Teclado,Eletrônicos,Sul,Marketplace,4,250,0.15,1000,850.0
2023-12-18,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,6,1400,0.1,8400,7560.0
2023-03-10,Smartphone,Eletrônicos,Nordeste,Loja Física,3,2800,0.15,8400,7140.0
2023-04-12,Mouse,Eletrônicos,Sul,Loja Física,7,120,0.05,840,798.0
2023-07-13,Curso Online,Educação,Sudeste,Marketplace,4,500,0.0,2000,2000.0
2023-11-28,Curso Online,Educação,Centro-Oeste,Online,4,500,0.0,2000,2000.0
2023-05-15,Webcam,Eletrônicos,Centro-Oeste,Marketplace,3,420,0.0,1260,1260.0
2023-08-08,Curso Online,Educação,Sudeste,Loja Física,5,500,0.0,2500,2500.0
2023-03-29,Curso Online,Educação,Norte,Loja Física,2,500,0.0,1000,1000.0
2023-08-21,Fone Bluetooth,Eletrônicos,Sul,Marketplace,8,350,0.0,2800,2800.0
2023-04-15,Monitor,Eletrônicos,Centro-Oeste,Loja Física,5,1100,0.05,5500,5225.0
2023-03-08,Mesa Escritório,Móveis,Sul,Loja Física,4,1400,0.15,5600,4760.0
2023-12-13,Monitor,Eletrônicos,Centro-Oeste,Online,7,1100,0.0,7700,7700.0
2023-01-15,Smartphone,Eletrônicos,Norte,Loja Física,5,2800,0.0,14000,14000.0
2023-05-08,Cadeira Gamer,Móveis,Sudeste,Loja Física,8,950,0.0,7600,7600.0
2023-03-10,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,7,950,0.0,6650,6650.0
2023-08-05,Webcam,Eletrônicos,Sudeste,Marketplace,5,420,0.0,2100,2100.0
2023-01-31,Notebook,Eletrônicos,Centro-Oeste,Loja Física,6,3500,0.0,21000,21000.0
2023-11-07,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,1,350,0.0,350,350.0
2023-11-14,Mesa Escritório,Móveis,Nordeste,Online,5,1400,0.1,7000,6300.0
2023-10-14,Notebook,Eletrônicos,Sul,Marketplace,3,3500,0.05,10500,9975.0
2023-09-10,Cadeira Gamer,Móveis,Sudeste,Loja Física,8,950,0.0,7600,7600.0
2023-12-30,Livro Técnico,Livros,Nordeste,Online,7,200,0.0,1400,1400.0
2023-06-10,Notebook,Eletrônicos,Nordeste,Marketplace,3,3500,0.1,10500,9450.0
2023-07-04,Mesa Escritório,Móveis,Norte,Loja Física,5,1400,0.05,7000,6650.0
2023-09-22,Cadeira Gamer,Móveis,Nordeste,Marketplace,7,950,0.0,6650,6650.0
2023-09-09,Teclado,Eletrônicos,Sul,Online,8,250,0.0,2000,2000.0
2023-01-28,Monitor,Eletrônicos,Centro-Oeste,Loja Física,3,1100,0.0,3300,3300.0
2023-03-25,Webcam,Eletrônicos,Sudeste,Loja Física,8,420,0.1,3360,3024.0
2023-01-21,Armário,Móveis,Centro-Oeste,Loja Física,6,1800,0.15,10800,9180.0
2023-09-10,Mouse,Eletrônicos,Nordeste,Online,3,120,0.0,360,360.0
2023-04-15,Smartphone,Eletrônicos,Norte,Loja Física,3,2800,0.0,8400,8400.0
2023-10-16,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,4,350,0.15,1400,1190.0
2023-10-20,Teclado,Eletrônicos,Sul,Loja Física,7,250,0.0,1750,1750.0
2023-12-13,Mouse,Eletrônicos,Nordeste,Marketplace,6,120,0.0,720,720.0
2023-12-15,Mouse,Eletrônicos,Norte,Online,7,120,0.05,840,798.0
2023-06-15,Teclado,Eletrônicos,Centro-Oeste,Marketplace,1,250,0.0,250,250.0
2023-12-04,Armário,Móveis,Norte,Marketplace,8,1800,0.05,14400,13680.0
2023-01-03,Cadeira Gamer,Móveis,Centro-Oeste,Loja Física,1,950,0.15,950,807.5
2023-10-19,Teclado,Eletrônicos,Nordeste,Loja Física,4,250,0.0,1000,1000.0
2023-01-29,Webcam,Eletrônicos,Norte,Loja Física,2,420,0.15,840,714.0
2023-02-17,Mesa Escritório,Móveis,Sul,Loja Física,5,1400,0.0,7000,7000.0
2023-02-15,Notebook,Eletrônicos,Centro-Oeste,Loja Física,4,3500,0.0,14000,14000.0
2023-05-26,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,3,350,0.0,1050,1050.0
2023-08-10,Webcam,Eletrônicos,Sul,Loja Física,5,420,0.15,2100,1785.0
2023-12-07,Mouse,Eletrônicos,Sul,Loja Física,6,120,0.15,720,612.0
2023-08-17,Mesa Escritório,Móveis,Norte,Marketplace,8,1400,0.05,11200,10640.0
2023-08-05,Mouse,Eletrônicos,Norte,Online,7,120,0.05,840,798.0
2023-08-11,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,7,350,0.0,2450,2450.0
2023-06-24,Armário,Móveis,Centro-Oeste,Marketplace,4,1800,0.0,7200,7200.0
2023-11-19,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,2,350,0.05,700,665.0
2023-02-10,Armário,Móveis,Sul,Marketplace,5,1800,0.0,9000,9000.0
2023-06-03,Monitor,Eletrônicos,Norte,Online,7,1100,0.05,7700,7315.0
2023-10-10,Mouse,Eletrônicos,Sudeste,Marketplace,1,120,0.15,120,102.0
2023-08-06,Mesa Escritório,Móveis,Norte,Loja Física,2,1400,0.1,2800,2520.0
2023-07-01,Smartphone,Eletrônicos,Sudeste,Online,2,2800,0.15,5600,4760.0
2023-12-05,Armário,Móveis,Centro-Oeste,Online,3,1800,0.0,5400,5400.0
2023-02-12,Mesa Escritório,Móveis,Norte,Marketplace,5,1400,0.05,7000,6650.0
2023-08-21,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,8,350,0.15,2800,2380.0
2023-04-06,Monitor,Eletrônicos,Norte,Loja Física,3,1100,0.0,3300,3300.0
2023-12-11,Mouse,Eletrônicos,Sudeste,Online,7,120,0.15,840,714.0
2023-07-22,Mouse,Eletrônicos,Centro-Oeste,Loja Física,1,120,0.0,120,120.0
2023-12-21,Mesa Escritório,Móveis,Norte,Marketplace,8,1400,0.05,11200,10640.0
2023-07-04,Webcam,Eletrônicos,Sudeste,Online,7,420,0.05,2940,2793.0
2023-03-11,Notebook,Eletrônicos,Sudeste,Marketplace,4,3500,0.0,14000,14000.0
2023-04-07,Notebook,Eletrônicos,Sul,Marketplace,4,3500,0.1,14000,12600.0
2023-05-04,Mesa Escritório,Móveis,Nordeste,Loja Física,4,1400,0.0,5600,5600.0
2023-03-17,Armário,Móveis,Sudeste,Online,7,1800,0.0,12600,12600.0
2023-03-20,Webcam,Eletrônicos,Centro-Oeste,Online,8,420,0.1,3360,3024.0
2023-08-19,Curso Online,Educação,Nordeste,Marketplace,4,500,0.0,2000,2000.0
2023-07-20,Notebook,Eletrônicos,Sudeste,Marketplace,6,3500,0.0,21000,21000.0
2023-08-10,Mesa Escritório,Móveis,Norte,Marketplace,8,1400,0.15,11200,9520.0
2023-10-11,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,1,2800,0.1,2800,2520.0
2023-09-20,Curso Online,Educação,Sudeste,Marketplace,8,500,0.0,4000,4000.0
2023-01-10,Mesa Escritório,Móveis,Sudeste,Loja Física,6,1400,0.15,8400,7140.0
2023-11-28,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,8,1400,0.0,11200,11200.0
2023-11-27,Cadeira Gamer,Móveis,Sudeste,Online,8,950,0.1,7600,6840.0
2023-05-28,Webcam,Eletrônicos,Nordeste,Loja Física,4,420,0.1,1680,1512.0
2023-04-29,Livro Técnico,Livros,Nordeste,Marketplace,4,200,0.15,800,680.0
2023-12-03,Armário,Móveis,Centro-Oeste,Loja Física,3,1800,0.05,5400,5130.0
2023-12-11,Fone Bluetooth,Eletrônicos,Sul,Marketplace,6,350,0.1,2100,1890.0
2023-04-17,Smartphone,Eletrônicos,Sul,Online,2,2800,0.1,5600,5040.0
2023-04-13,Teclado,Eletrônicos,Centro-Oeste,Loja Física,8,250,0.0,2000,2000.0
2023-06-05,Monitor,Eletrônicos,Sudeste,Online,4,1100,0.15,4400,3740.0
2023-07-03,Smartphone,Eletrônicos,Sul,Marketplace,6,2800,0.0,16800,16800.0
2023-01-17,Mouse,Eletrônicos,Sudeste,Marketplace,6,120,0.1,720,648.0
2023-04-27,Mouse,Eletrônicos,Nordeste,Loja Física,4,120,0.1,480,432.0
